iter	Accuracy	Logloss
158	0.9952883105	0.02597595961
159	0.9955126767	0.0259047785
160	0.9955126767	0.02584728966
161	0.9957370429	0.02575060071
162	0.9955126767	0.02523762292
163	0.9955126767	0.02516650587
164	0.9955126767	0.0249778509
165	0.9955126767	0.02488651424
166	0.9955126767	0.02481567512
167	0.9955126767	0.0247480604
168	0.9955126767	0.02468673706
169	0.9955126767	0.02463345253
170	0.9957370429	0.02407636025
171	0.9957370429	0.02396174847
172	0.995961409	0.02390146449
173	0.9961857752	0.0237976283
174	0.9961857752	0.02375119103
175	0.9961857752	0.02364026042
176	0.9961857752	0.02357347821
177	0.9961857752	0.02343049069
178	0.9961857752	0.02338003057
179	0.9961857752	0.02329421719
180	0.9961857752	0.02315781676
181	0.9961857752	0.02310642313
182	0.9961857752	0.02307040878
183	0.9964101414	0.02284152689
184	0.9966345075	0.0227748279
185	0.9966345075	0.02272111638
186	0.9966345075	0.02263857813
187	0.9966345075	0.02237398576
188	0.9966345075	0.02228219393
189	0.9968588737	0.02221533892
190	0.9966345075	0.02213314516
191	0.9966345075	0.02199563681
192	0.9966345075	0.02188843799
193	0.9966345075	0.02180441632
194	0.9966345075	0.02170010602
195	0.9966345075	0.02162459559
196	0.9970832398	0.02138199443
197	0.9970832398	0.02120978612
198	0.9970832398	0.02097537977
199	0.9975319722	0.02082647701
200	0.9975319722	0.02078107126
201	0.9975319722	0.02069548846
202	0.9977563383	0.02038226564
203	0.9977563383	0.02034654603
204	0.9977563383	0.02024246134
205	0.9977563383	0.02017329637
206	0.9977563383	0.02011279834
207	0.9977563383	0.0200386178
208	0.9977563383	0.01978064074
209	0.9977563383	0.01965453878
210	0.9977563383	0.01954973235
211	0.9977563383	0.01951719075
212	0.9977563383	0.01947877479
213	0.9977563383	0.01942419753
214	0.9977563383	0.01938018706
215	0.9977563383	0.01932533553
216	0.9977563383	0.01910092423
217	0.9977563383	0.0190233582
218	0.9977563383	0.01897549798
219	0.9977563383	0.01891963731
220	0.9977563383	0.01887514075
221	0.9977563383	0.01877791537
222	0.9977563383	0.01874008584
223	0.9977563383	0.01865908368
224	0.9979807045	0.018583719
225	0.9979807045	0.01847105149
226	0.9979807045	0.01842150739
227	0.9979807045	0.01834933009
228	0.9979807045	0.01819311605
229	0.9982050707	0.018015352
230	0.9982050707	0.01798249956
231	0.9979807045	0.01783387395
232	0.9979807045	0.01778125768
233	0.9979807045	0.01771441815
234	0.9984294368	0.01748164242
235	0.9982050707	0.01742453962
236	0.9982050707	0.01737568454
237	0.9982050707	0.01731419397
238	0.9984294368	0.0172904716
239	0.9984294368	0.01723532398
240	0.9982050707	0.01717772352
241	0.9984294368	0.01709246322
242	0.9984294368	0.01706300166
243	0.9984294368	0.01700710441
244	0.9984294368	0.0169020206
245	0.9984294368	0.01685177486
246	0.9984294368	0.0168262739
247	0.9984294368	0.01677712323
248	0.9984294368	0.0166573031
249	0.9984294368	0.01658747571
250	0.9984294368	0.01655718863
251	0.9984294368	0.01651925442
252	0.9984294368	0.01648183064
253	0.9984294368	0.016439531
254	0.9984294368	0.01640987107
255	0.9984294368	0.01636334766
256	0.9984294368	0.01597076313
257	0.9984294368	0.01585771729
258	0.9984294368	0.01580215392
259	0.9984294368	0.01574851199
260	0.9984294368	0.01570152668
261	0.9984294368	0.01556605136
262	0.9984294368	0.01552890932
263	0.9984294368	0.01543067763
264	0.9984294368	0.01538572754
265	0.9984294368	0.01535711407
266	0.9984294368	0.01533347751
267	0.9984294368	0.0152977672
268	0.9984294368	0.01527367749
269	0.9984294368	0.01523719105
270	0.9984294368	0.01512031651
271	0.9984294368	0.01503467943
272	0.9984294368	0.0149646709
273	0.9984294368	0.01493759314
274	0.9984294368	0.01481652355
275	0.9984294368	0.01479319203
276	0.9984294368	0.01476023816
277	0.9984294368	0.01473333156
278	0.9984294368	0.01469968249
279	0.9984294368	0.01466408504
280	0.9984294368	0.01463901642
281	0.9984294368	0.01459337866
282	0.9984294368	0.01455907026
283	0.9984294368	0.01454206405
284	0.9984294368	0.01450163389
285	0.9984294368	0.01443882834
286	0.9984294368	0.01437897084
287	0.9984294368	0.01433601478
288	0.9984294368	0.01417792332
289	0.9984294368	0.01415646426
290	0.9984294368	0.01411537194
291	0.9984294368	0.01409258206
292	0.9984294368	0.01405940648
293	0.9984294368	0.01402737902
294	0.9984294368	0.0139924962
295	0.9984294368	0.01397478459
296	0.9984294368	0.0139418995
297	0.9984294368	0.01371960002
298	0.9984294368	0.01370138307
299	0.9984294368	0.01361915744
